id,name_ch,name,match_title,match_id,similarity,match_url,true_match
662,得勝靠耶穌, Victory In Jesus,Hallelujah! sing to Jesus,125.0,0.0,https://www.hymnal.net/en/hymn/h/125,
663,站住你當為主站住, Stand Up For Jesus,"Precious Savior, Thou hast saved me",318.0,0.0,https://www.hymnal.net/en/hymn/h/318,
664,福音執事當宣告," Gospel Deacon, When The Declaration",,,0.0,,
665,從軍的教會, Join The Army Of The Church,Fight the battle in the Body,885.0,0.0,https://www.hymnal.net/en/hymn/h/885,
666,誰是在主這邊, Who Is On The Lord's Side?,Who is on the Lord's side,469.0,1.0,https://www.hymnal.net/en/hymn/h/469,TRUE
667,親愛基督精兵," Soldier, Soldier, Fighting","Soldier, soldier, fighting in the world's great strife",648.0,0.25,https://www.hymnal.net/en/hymn/h/648,TRUE
668,哈利路亞耶穌得勝, Hallelujah! Christ Is Victor,Hallelujah! Christ is Victor,890.0,1.0,https://www.hymnal.net/en/hymn/h/890,TRUE
669,爭戰原來不是你的," Battle, The Original Is Not Your",,,0.0,,
670,靠主耶穌聖名, In The Name Of Jesus,"Glory, everlasting glory",134.0,0.0,https://www.hymnal.net/en/hymn/h/134,
671,超乎萬名之上的名, The Name Which Is Above Every Name,"The work is Thine, O Christ our Lord",899.0,0.0,https://www.hymnal.net/en/hymn/h/899,
672,要全心要真心," True-Hearted, Whole-Hearted",,,0.0,,
673,衝過戰士哪衝過," Charge, Soldiers Charge In Battle","Charge, soldiers, charge in battle",873.0,1.0,https://www.hymnal.net/en/hymn/h/873,TRUE
674,當奉耶穌這名站住, The Name Of Jesus Is Our Stand,The name of Jesus is our stand,887.0,1.0,https://www.hymnal.net/en/hymn/h/887,TRUE
675,神的子民被寇, God's People Were Detained!,,,0.0,,
676,榮耀教會, A Glorious Church,Do you see them in the cities,1257.0,0.0,https://www.hymnal.net/en/hymn/h/1257,
677,美麗錫安我神聖城, Glorious Things Of Thee Are Spoken,Glorious things of thee are spoken,977.0,1.0,https://www.hymnal.net/en/hymn/h/977,TRUE
678,主我愛你國度," I Love Thy Kingdom, Lord","I love Thy kingdom, Lord",853.0,1.0,https://www.hymnal.net/en/hymn/h/853,TRUE
679,求主住在教會中," Jesus, With Thy Church Abide",,,0.0,,
680,我們聚集在你墓的四圍," Around Thy Grave, Lord Jesus","Around Thy grave, Lord Jesus",935.0,1.0,https://www.hymnal.net/en/hymn/h/935,TRUE
681,與主同葬, Buried With Christ,"Buried with Christ, and raised with Him too",483.0,0.285714285714286,https://www.hymnal.net/en/hymn/h/483,TRUE
682,阿爸我們進前來," Father, We Are Entering",,,0.0,,
683,為著這餅和這杯, For The Bread And For The Wine,For the bread and for the wine,226.0,1.0,https://www.hymnal.net/en/hymn/h/226,TRUE
684,主舉愛旗遮蓋我們, Jesus Spreads His Banner Over Us,,,0.0,,
685,主在此我要與你面對面," Here, O My Lord, I See Thee Face To Face","Here, O my Lord, I see Thee face to face",225.0,1.0,https://www.hymnal.net/en/hymn/h/225,TRUE
686,主耶穌當那晚間," On That Same Night, Lord Jesus","On that same night, Lord Jesus",213.0,1.0,https://www.hymnal.net/en/hymn/h/213,TRUE
687,我們照你恩惠話語, According To Thy Gracious Word,According to Thy gracious word,214.0,1.0,https://www.hymnal.net/en/hymn/h/214,TRUE
688,願主為我擘開生命的餅, Break Thou The Bread Of Life,Break Thou the Bread of Life,806.0,1.0,https://www.hymnal.net/en/hymn/h/806,TRUE
689,我主請說僕人敬聽," Master, Speak! Thy Servant Heareth","Master, speak! Thy servant heareth",808.0,1.0,https://www.hymnal.net/en/hymn/h/808,TRUE
690,主你有否一句為我," Lord, Hast Thou Not One Word For Me?","Lord, hast Thou not one word for me",810.0,1.0,https://www.hymnal.net/en/hymn/h/810,TRUE
691,主阿我們聚集你前," Lord, In Thy Presence We Are Met",From the north where God is dwelling,1201.0,0.0,https://www.hymnal.net/en/hymn/h/1201,
692,救主我們因你話," Blessed Jesus, At Thy Word",Glorious things of thee are spoken,977.0,0.0,https://www.hymnal.net/en/hymn/h/977,
693,我們呼吸天上空氣, The Air We Breathe In Heaven,,,0.0,,
694,福哉愛的捆綁, Blest Be The Tie That Binds,Blest be the tie that binds,860.0,1.0,https://www.hymnal.net/en/hymn/h/860,TRUE
695,弟兄和睦同居, Brothers To Be Living Together In Harmony,,,0.0,,
696,聖徒眾心愛相繫," Christian Hearts, In Love United",,,0.0,,
697,哦完全的愛, O Perfect Love,A mind at perfect peace with God,299.0,0.0,https://www.hymnal.net/en/hymn/h/299,
698,愛的神阿在你座前, O God Of Love To Thee We Bow,"O God our Father, we would come to Thee",55.0,0.153846153846154,https://www.hymnal.net/en/hymn/h/55,FALSE
699,我們愛, We Love,Cross of Christ! lead onward,634.0,0.0,https://www.hymnal.net/en/hymn/h/634,
700,慈仁牧人, Loving Mercy Shepherd,"Lord, You Have Come to Me",6429.0,0.0,https://www.hymnal.net/en/hymn/h/6429,
701,看哪慈愛牧者站立, See Israel's Gentle Shepherd Stand,,,0.0,,
702,願神同在直至再見面, God Be With You Till We Meet Again,God be with you till we meet again,861.0,1.0,https://www.hymnal.net/en/hymn/h/861,TRUE
703,再見, Good-Bye,,,0.0,,
704,你要痊愈麼, Wilt Thou Be Made Whole?,What love Thou hast bestowed on us,30.0,0.0,https://www.hymnal.net/en/hymn/h/30,
705,只一摸, Just One Touch,Just one touch as He moves along,759.0,0.333333333333333,https://www.hymnal.net/en/hymn/h/759,TRUE
706,神的福音何等有福, Blessed Be The Glorious Tidings,"God shall rise, His foes be scattered",1100.0,0.0,https://www.hymnal.net/en/hymn/h/1100,
707,身體得生命, Life For The Body,"Oh, the church of Christ is glorious",1226.0,0.0,https://www.hymnal.net/en/hymn/h/1226,
708,祂醫治我讚美祂名," He Healeth Me, O Bless His Name","He healeth me, oh, bless His name",755.0,0.5,https://www.hymnal.net/en/hymn/h/755,
709,主裡安睡, Asleep In Jesus,,,0.0,,
710,睡罷親愛, Sleep My Dear,"Sun of my soul, Thou Savior dear",374.0,0.0,https://www.hymnal.net/en/hymn/h/374,
711,今將此身安葬入墓, The Body In The Grave,"Thine be the glory, risen, conqu'ring Son",121.0,0.0,https://www.hymnal.net/en/hymn/h/121,
712,又是一年正起首, Another Year Is Dawning,,,0.0,,
713,感謝神, Thanks To God,Pray to touch the throne of God,783.0,0.0,https://www.hymnal.net/en/hymn/h/783,
714,讓我們重起首," Come, Let Us Anew","Your ministry, O Lord",1187.0,0.0,https://www.hymnal.net/en/hymn/h/1187,
715,數主恩惠, Count Your Blessings,When upon life's billows you are tempest tossed,707.0,0.0,https://www.hymnal.net/en/hymn/h/707,
716,詩篇一百五十篇,The 150 Psalm,,,,,
